"site_code","one_week_date","Log10_NoV_norm","Easting","Northing","weighted_carehome_density","weighted_school_density","weighted_prop_non_white","prop_urb","lockdown_lifting","lockdown_step3","lockdown_step4","lockdown_planB","lockdown_NA","pop_weighted_mobility","weighted_imd_score","weighted_imd_rank"
"UKENMI_ST_TP000241",2021-10-11,5.947261878,384619,253411,16.2080530157709,92.1062972511474,0.105121294357547,0.772422144588185,0,0,1,0,0,-17.0305143664816,22.0705702230369,15496.4022851938
"UKENMI_ST_TP000256",2021-10-11,NA,389929,224861,32.4472098957616,66.64988603533,0.0885585169127542,0.836925382837203,0,0,1,0,0,-30.6281225067337,14.7655958910366,19985.5942055737
"UKENNE_NU_TP000012",2021-10-11,NA,456119,524091,28.0440049281107,125.327611739943,0.159081442767797,0.469853920231757,0,0,1,0,0,-13.8139384619957,42.6957098282159,6337.0552695272
"UKENNE_NU_TP000028",2021-10-11,4.64042086,441059,556121,34.7255141779574,96.3989047255145,0.0713217552414158,0.602225168408285,0,0,1,0,0,-23.1748347347492,30.0583630496391,10429.6815027319
"UKENNE_NU_TP000030",2021-10-11,NA,444099,542631,30.9998679209944,97.0161763448246,0.0169365794080939,0.506388657736285,0,0,1,0,0,-15.9933831951021,42.2684158793807,5664.30845654751
"UKENNE_NU_TP000031",2021-10-11,NA,433599,566401,23.584192655245,77.9918375647012,0.121222770855232,0.489251310153148,0,0,1,0,0,-23.6476233278597,24.7235806616634,13802.4550022349
"UKENNE_NU_TP000039",2021-10-11,NA,462098,522827,39.6658032785097,108.402944183805,0.0194267504461452,0.4125382330356,0,0,1,0,0,-15.5870905023835,26.4983973953615,13922.5934096984
"UKENNE_NU_TP000046",2021-10-11,NA,451989,527651,28.2908382867522,83.8472855911511,0.0355682164805237,0.500926927468001,0,0,1,0,0,-12.4309851748488,34.3647683404423,9557.38011323338
"UKENNE_NU_TP000048",2021-10-11,NA,432099,550801,29.5464639879715,85.5926949999479,0.0240575590826017,0.424661590816942,0,0,1,0,0,-21.8691338097616,27.1224582341794,10389.3963988277
"UKENNE_NU_TP000051",2021-10-11,NA,428919,511531,31.9313217936127,104.438636508658,0.0604832884426812,0.462740355421528,0,0,1,0,0,-22.2127361802435,25.2753185690288,12223.5411465694
"UKENNE_NU_TP000055",2021-10-11,NA,432799,555701,13.1409001868179,109.995909901222,0.0283602768211665,0.578703979836108,0,0,1,0,0,-22.4174661335752,25.69684191964,11867.7681682592
"UKENNE_YW_TP000029",2021-10-11,NA,460089,447151,16.5985212417128,80.0687001503381,0.0834040731508261,0.624515425082782,0,0,1,0,0,-28.7070871114979,14.2400809143585,20973.6714638494
"UKENNE_YW_TP000054",2021-10-11,NA,444556,394415,41.9305573739944,103.766316661524,0.180678184770064,0.652855443940581,0,0,1,0,0,-15.146946841162,39.7930124574521,7465.05395395794
"UKENNE_YW_TP000057",2021-10-11,NA,439589,391567,19.9205559563536,81.8706695497083,0.251070926808448,0.657363728571001,0,0,1,0,0,-24.2867653911499,28.8330733669868,12831.18255198
"UKENNE_YW_TP000063",2021-10-11,NA,435069,420411,19.6438780793302,93.4548554101624,0.168152946337159,0.582203909679773,0,0,1,0,0,-19.3409774797297,26.5010782020244,12388.1555046465
"UKENNE_YW_TP000082",2021-10-11,4.68891903,418979,438751,17.5922586881693,99.0415187229178,0.509862880993152,0.691790419426688,0,0,1,0,0,-23.0324824054295,39.2468549175874,7064.22351597724
"UKENNE_YW_TP000086",2021-10-11,NA,409249,422391,28.1431844688171,95.9840309644492,0.233704158953366,0.649524626565121,0,0,1,0,0,-18.3481830852813,31.9396139583477,9743.17552437232
"UKENNE_YW_TP000094",2021-10-11,NA,418099,420701,35.3185104107844,71.8390020053084,0.295316122108389,0.507159653860369,0,0,1,0,0,-13.7785968636379,26.7462731876492,11999.8593448262
"UKENNE_YW_TP000095",2021-10-11,4.371896744,516284,429068,33.4779865763015,82.827108559296,0.0749348633834487,0.676162975443746,0,0,1,0,0,-16.1428571428571,33.6407870216328,9682.16691064777
"UKENNE_YW_TP000096",2021-10-11,NA,408519,441231,25.5965137554505,84.1256553491553,0.292178440555925,0.658096123275711,0,0,1,0,0,-23.3251217520173,34.8960631012213,10089.4517152921
"UKENNE_YW_TP000098",2021-10-11,4.061618431,434649,430711,18.0333175618453,94.8040872733957,0.261876443515528,0.588059705596641,0,0,1,0,0,-27.4668127467922,31.5547899698013,10721.0392148323
"UKENNE_YW_TP000102",2021-10-11,NA,437799,407001,27.5415051264559,114.033755266428,0.043859437225348,0.7416651885693,0,0,1,0,0,-18.8523042217129,33.5590299419442,7989.03131769618
"UKENNE_YW_TP000107",2021-10-11,4.993432229,426089,419971,26.3908263902879,85.2689731816674,0.305480682366501,0.667097561704407,0,0,1,0,0,-15.8956964496262,30.0354402134499,10025.4878161202
"UKENNE_YW_TP000112",2021-10-11,NA,439229,374651,38.0877281572599,73.4677086973695,0.0492503116040503,0.687599642516974,0,0,1,0,0,-18.5507402872018,22.8392400617097,15163.2936356917
"UKENNE_YW_TP000119",2021-10-11,NA,460189,405981,27.6840100409432,109.592660895425,0.145964937833913,0.632486179895645,0,0,1,0,0,-22.7142832080092,26.3018806136411,10923.0698472139
"UKENNE_YW_TP000141",2021-10-11,NA,443369,385781,20.6018319816124,65.2575982554071,0.0603492217408385,0.611187225990631,0,0,1,0,0,-23.024106420608,22.4617009130116,14225.3827100672
"UKENNW_UU_TP000012",2021-10-11,NA,321942,468543,18.202503026683,94.6395414844486,0.0332653526511128,0.681724888290378,0,0,1,0,0,-20.7098303540636,32.8177150741113,9603.4378830091
"UKENNW_UU_TP000017",2021-10-11,NA,332919,389491,37.3395977122673,73.4388853713723,0.0567001328247186,0.715868091778396,0,0,1,0,0,-21.1428758532003,35.3924347649467,9301.10250281402
"UKENNW_UU_TP000018",2021-10-11,NA,360469,429411,24.6265478781527,85.4091957046669,0.516173129336456,0.66936452876816,0,0,1,0,0,-16.3707517424835,40.0135188893295,7124.3202717304
"UKENNW_UU_TP000019",2021-10-11,NA,376549,404691,19.047380068735,76.5347976927525,0.31023203249445,0.794974869701692,0,0,1,0,0,-20.1290575996157,34.309385788431,9510.2479683591
"UKENNW_UU_TP000023",2021-10-11,NA,334328,385183,36.0231656218308,71.3693427646138,0.0431146473660528,0.619149600487654,0,0,1,0,0,-21.1813099148935,25.7379173770723,14267.0961689382
"UKENNW_UU_TP000024",2021-10-11,NA,382849,435121,24.3938750014711,86.3435347568923,0.411373862887771,0.795578255950911,0,0,1,0,0,-10.5347693874867,42.3989497020364,6090.4321092599
"UKENNW_UU_TP000026",2021-10-11,NA,380039,407811,25.8784528539803,85.4516957369981,0.187366301942399,0.80201610434049,0,0,1,0,0,-21.1431387385755,29.2292648416876,12629.0507934021
"UKENNW_UU_TP000027",2021-10-11,NA,338811,556534,19.6188139369564,80.227015795391,0.0386132134006685,0.746194570348663,0,0,1,0,0,-25.8554928685666,25.8103479336732,12417.8812998506
"UKENNW_UU_TP000038",2021-10-11,4.901995562,366639,357111,17.9566854127723,81.0609930808016,0.0881229081320456,0.68483959824049,0,0,1,0,0,-22.8557679554202,22.1215280565141,14778.8293647532
"UKENNW_UU_TP000047",2021-10-11,NA,342338,374328,17.4377020915917,90.7486562536587,0.0400483703366506,0.721995708158232,0,0,1,0,0,-23.5679344095136,22.5335659320416,14046.4554328867
"UKENNW_UU_TP000050",2021-10-11,4.755295184,333099,446501,44.2124018597248,65.5528037875175,0.0450766452140058,0.843620160382598,0,0,1,0,0,-11.32734826761,39.223621317512,8792.18461442266
"UKENNW_UU_TP000067",2021-10-11,NA,393789,394841,14.2387647358478,73.9417754377172,0.128396502039735,0.830965597031057,0,0,1,0,0,-23.9971936078117,32.8020265785868,8997.43289516386
"UKENNW_UU_TP000068",2021-10-11,5.489168073,375619,433371,49.1522656560255,91.0211409732373,0.16587642269902,0.749117025999033,0,0,1,0,0,-14.6425601971407,38.2712035240583,6616.91575933104
"UKENNW_UU_TP000076",2021-10-11,NA,345699,458711,16.3476216285375,68.1473005829061,0.100843250223787,0.813114116126856,0,0,1,0,0,-28.8538553445799,26.0607613201666,12183.5011874289
"UKENNW_UU_TP000078",2021-10-11,NA,365809,399001,19.8337455610694,101.004978247832,0.0759657327653771,0.828263962326836,0,0,1,0,0,-23.2872734324131,35.7055539265663,8557.11211910777
"UKENNW_UU_TP000084",2021-10-11,NA,389609,378201,32.4266751872116,95.448347645061,0.0594356810949304,0.740240743566816,0,0,1,0,0,-22.8662562853462,15.4268317728716,19171.288591542
"UKENNW_UU_TP000095",2021-10-11,NA,324149,390251,18.5735512508014,44.1342839077757,0.0384810444155565,0.725003006275492,0,0,1,0,0,-21.1428571428571,18.8050151188893,18530.4317157017
"UKENNW_UU_TP000102",2021-10-11,NA,345709,427931,31.6314373395823,65.5561243421175,0.223568053102978,0.772015586146884,0,0,1,0,0,-14.3435531349849,26.0554548114378,13282.8958743784
"UKENNW_UU_TP000103",2021-10-11,NA,388287,412525,23.0376697055842,99.0495389780247,0.381939411040209,0.857273362586602,0,0,1,0,0,-11.571385499787,35.4648678175163,8544.58815047912
"UKENNW_UU_TP000110",2021-10-11,3.830698742,333486,392845,18.3555482417189,95.1784506847116,0.154762791673694,0.723849142306121,0,0,1,0,0,-27.4784627152629,41.4466506071293,6428.60498655466
"UKENNW_UU_TP000115",2021-10-11,NA,353579,395921,17.5615132523726,76.0152916138812,0.0344058873886416,0.703612932877413,0,0,1,0,0,-27.7486203221262,36.6581354956561,8611.79818961256
"UKENNW_UU_TP000116",2021-10-11,3.306161024,386519,389821,19.1360961821659,80.7049995096195,0.12413201994505,0.759224889447561,0,0,1,0,0,-28.2040903297383,26.2003023480563,12771.4678424523
"UKENNW_UU_TP000124",2021-10-11,NA,358039,386891,22.2250495398621,76.3244615633319,0.062493030362771,0.45200034908069,0,0,1,0,0,-24.5496843540595,22.4077082258905,13221.5225233195
"UKENNW_UU_TP000133",2021-10-11,NA,348172,411615,17.8910332900062,79.1264130334743,0.0483771770265235,0.719892626497091,0,0,1,0,0,-23.1604191437337,26.4928330883656,13724.1543088401
"UKENSO_SW_TP000001",2021-10-11,5.017613097,438718,112480,18.1662766361312,64.6957057843288,0.227606805030909,0.66099293386986,0,0,1,0,0,-32.0363087523385,26.7555497283322,11488.2117405441
"UKENSO_SW_TP000004",2021-10-11,NA,470951,105443,25.6703316220543,69.2084607490695,0.109334991351572,0.720707144177286,0,0,1,0,0,-25.0430065428642,24.7236392477951,13837.1337149611
"UKENSO_SW_TP000008",2021-10-11,NA,456846,103242,42.8155090035789,56.105643937546,0.0466146079994928,0.706103672532105,0,0,1,0,0,-16.7577627155279,12.5275605575693,21534.0217264455
"UKENSO_SW_TP000011",2021-10-11,NA,438275,111125,31.8124667046043,62.3298553316838,0.0334919894210606,0.701473424852905,0,0,1,0,0,-16.9240438750323,13.4412380597698,21667.3371741793
"UKENSO_SW_TP000013",2021-10-11,NA,446839,117931,19.4650764947405,52.9723487773146,0.0972811322930285,0.712492093368964,0,0,1,0,0,-19.9681760963692,8.47167303427123,24060.5999250396
"UKENSO_SW_TP000016",2021-10-11,4.539905297,460200,85191,56.2393495846381,64.4180058306262,0.0340526934538575,0.681747261284531,0,0,1,0,0,-9,25.1537165690504,12220.1084575645
"UKENSO_SW_TP000022",2021-10-11,NA,633188,162889,36.2643919049716,82.0678855314681,0.0498213998387079,0.678763326070626,0,0,1,0,0,-14.2256791183368,27.5542019785626,11457.3865755794
"UKENSO_SW_TP000025",2021-10-11,NA,582959,168491,28.6227742553119,85.7036946366906,0.169174300645131,0.748946586187943,0,0,1,0,0,-24.1471754836016,24.0062443358138,12833.0225785096
"UKENSO_SW_TP000026",2021-10-11,NA,601950,143308,16.3261896860741,71.6084954012404,0.174048418145628,0.606874146096261,0,0,1,0,0,-23.8343525216756,20.2255145584729,15163.8641737435
"UKENSO_SW_TP000028",2021-10-11,NA,628575,139968,65.7360931145192,91.1978641335717,0.0936251454721971,0.802384959354967,0,0,1,0,0,-12.7203187889331,29.1904810976194,11049.2005113301
"UKENSO_SW_TP000030",2021-10-11,NA,571975,159382,24.6362829702587,74.1156787126504,0.131573272068793,0.733799323794027,0,0,1,0,0,-7.74288999739863,15.3293801144564,17670.601546253
"UKENSO_SW_TP000033",2021-10-11,NA,616939,159720,28.5097437247265,75.7676431922409,0.192190396859542,0.678834476415413,0,0,1,0,0,-22.5632082795323,17.7572196206998,16584.3949641237
"UKENSO_SW_TP000083",2021-10-11,4.843536588,517007,103642,63.7905758428035,56.3107522837471,0.0811709183385965,0.868833814953833,0,0,1,0,0,-26.0933767189995,16.4086618366063,16955.1469729084
"UKENSO_SW_TP000090",2021-10-11,NA,499695,103145,66.6062268884461,40.5978518693415,0.0432048616526403,0.87636807850621,0,0,1,0,0,-11.6584335549794,18.6141507585858,14563.8688617218
"UKENSO_SW_TP000091",2021-10-11,4.286493962,576559,109381,81.1571744299485,76.6279209630397,0.0799927769641853,0.89013509557226,0,0,1,0,0,-16.1369979614896,31.0254919307415,10639.2483549566
"UKENSW_SWS_TP000002",2021-10-11,NA,253327,134309,11.3916990111924,83.1730573383951,0.0432309924222534,0.165435641803847,0,0,1,0,0,-16.9995525193587,14.0977672001181,15553.1669818675
"UKENSW_SWS_TP000016",2021-10-11,5.592361135,242167,127655,65.625634207953,45.2833172298809,0.0234787154597485,0.161483264597142,0,0,1,0,0,-12.8571428571429,17.3444099116208,13251.5333648961
"UKENSW_SWS_TP000024",2021-10-11,NA,302457,80397,98.7208508681772,79.6722347333915,0.0212236951665005,0.275705475309499,0,0,1,0,0,-10.4285714285714,16.7196873640781,18656.9894172608
"UKENSW_SWS_TP000025",2021-10-11,NA,182302,32206,25.1999279828973,64.9366016039254,0.0569415654367198,0.16035245949887,0,0,1,0,0,-20.4285714285714,17.8160571854597,17524.250403511
"UKENSW_SWS_TP000051",2021-10-11,NA,288249,72051,21.9171908604168,76.0867306699719,0.0251447485758362,0.296720650882406,0,0,1,0,0,-17.3101585980034,21.2689085291855,14588.9353725208
"UKENSW_SWS_TP000055",2021-10-11,NA,206629,52671,23.7603228472156,89.8378608596066,0.0227071919639748,0.133924393343984,0,0,1,0,0,-20.4285714285714,18.5262828102906,12360.647632514
"UKENSW_SWS_TP000058",2021-10-11,5.426587176,249776,54024,47.9589610686263,64.5837251926138,0.0820889903629734,0.383226955064945,0,0,1,0,0,-14.7188395977142,25.9636197657389,10033.3417138717
"UKENSW_SWS_TP000059",2021-10-11,NA,252334,56403,48.234865089119,98.3287874658332,0.0305807014815243,0.329239603604743,0,0,1,0,0,-14.8651370570426,17.1654901981942,17314.2890100891
"UKENSW_SWS_TP000064",2021-10-11,6.71896698,313655,90455,52.8836123154574,65.4411553222768,0.0280925574114516,0.0625141160452482,0,0,1,0,0,-10.4285714285714,9.60991007713418,25247.7908701308
"UKENSW_SWS_TP000075",2021-10-11,NA,289699,56301,46.239474423036,90.7842372188365,0.0190521730976837,0.226355615984349,0,0,1,0,0,-11.1109945605458,15.4222214009278,19249.5454563544
"UKENSW_WXW_TP000004",2021-10-11,NA,353294,179291,23.9033826430248,73.8380227287991,0.158243196679073,0.526753282595162,0,0,1,0,0,-27.0182641237646,20.7433027778352,15442.6048411018
"UKENSW_WXW_TP000005",2021-10-11,NA,369299,168221,27.9300044939852,94.678067882768,0.114375756911447,0.362178982323899,0,0,1,0,0,-27.685742720286,11.203604948782,23196.6285800888
"UKENSW_WXW_TP000038",2021-10-11,NA,413049,95051,51.9396097320769,50.4341812019515,0.132446991076019,0.74200078404166,0,0,1,0,0,-21.8559619589732,18.1963348242344,15060.3801163874
"UKENSW_WXW_TP000086",2021-10-11,NA,328049,124551,55.5407730504205,95.2837367932291,0.0656390487969302,0.342431832146482,0,0,1,0,0,-19.9303189713286,18.5112773989501,16971.338455673
"UKENSW_WXW_TP000100",2021-10-11,NA,331469,156981,69.4892603559974,77.7828716418742,0.0511572596741516,0.416207533641034,0,0,1,0,0,-18.3855363347613,24.537006841661,12662.4028321886
"UKENSW_WXW_TP000101",2021-10-11,NA,366380,76721,28.6234101372071,72.8919731456135,0.0315228238066063,0.325453078694022,0,0,1,0,0,-19.8571428571429,24.927720661278,13737.8657003685
"UKENTH_TWU_TP000010",2021-10-11,5.577176862,478989,214851,23.2794136679959,70.1243907825746,0.264505353348324,0.73576187086462,0,0,1,0,0,-22.8396798999827,13.931401028245,17576.8337458832
"UKENTH_TWU_TP000013",2021-10-11,NA,467999,155201,23.4409876784483,62.7330602185604,0.156108497004292,0.791821887493723,0,0,1,0,0,-18.1553649623255,13.923608506371,17543.2172364698
"UKENTH_TWU_TP000014",2021-10-11,NA,545469,181671,9.46418312167967,64.9431798167783,0.509022683931382,0.875831264626114,0,0,1,0,0,-33.4905712873593,23.1630561942581,11327.4637703683
"UKENTH_TWU_TP000015",2021-10-11,NA,529519,166319,40.7202978542369,72.7664339522116,0.464031434648636,0.849904064325506,0,0,1,0,0,-26.8105831042526,18.231389549326,15655.3872600318
"UKENTH_TWU_TP000021",2021-10-11,NA,513709,201061,12.5456935730421,223.356220183143,0.183579656959985,0.553245549894286,0,0,1,0,0,-29.8146815905191,10.2373043969011,24193.6971745748
"UKENTH_TWU_TP000033",2021-10-11,NA,485799,159501,30.2785977735596,82.7746312236076,0.189686760382747,0.801930264283441,0,0,1,0,0,-26.1727146785956,11.7372345637454,23520.1063218634
"UKENTH_TWU_TP000050",2021-10-11,NA,528799,140201,16.7476310822856,69.3982327467026,0.261445044283521,0.636349414744245,0,0,1,0,0,-23.5957562847247,18.1992822591392,16517.5646119425
"UKENTH_TWU_TP000052",2021-10-11,4.215805831,549086,180831,13.4430516843904,62.0730403373543,0.432375089292789,0.894834363474475,0,0,1,0,0,-30.3171214374574,21.6017290466525,13066.3182363481
"UKENTH_TWU_TP000054",2021-10-11,NA,535659,193171,22.4620916292356,61.6031395452248,0.43082705565172,0.849371326172781,0,0,1,0,0,-30.4152289939155,23.4222561913476,13616.3262022183
"UKENTH_TWU_TP000073",2021-10-11,NA,500299,151601,12.6354795808173,83.8498446489006,0.173205721773968,0.775603646549655,0,0,1,0,0,-25.8297684216673,9.32355429355124,25844.8705373306
"UKENTH_TWU_TP000084",2021-10-11,NA,518999,168301,31.4924342764523,60.4229768591869,0.281981290270085,0.905564262520881,0,0,1,0,0,-30.3916680162344,10.2310822911902,23680.3573645309
"UKENTH_TWU_TP000100",2021-10-11,NA,487709,186961,21.055848843744,83.8176908930229,0.317894519335271,0.796702861398714,0,0,1,0,0,-18.1173020251462,11.6612102555355,21889.2667592596
"UKENTH_TWU_TP000102",2021-10-11,NA,555599,176701,13.8488061058464,77.1250407077186,0.266113413821304,0.812068239678265,0,0,1,0,0,-27.9275945731759,15.1661646995505,19800.4993135003
"UKENTH_TWU_TP000103",2021-10-11,NA,512349,217841,20.9849916263785,64.4358234964613,0.561249241986693,0.732447363326983,0,0,1,0,0,-16.9051876981511,23.3740026987447,11414.4251892573
"UKENTH_TWU_TP000106",2021-10-11,NA,504199,191941,22.3731579289664,73.9982453785992,0.248720018096549,0.748721552175211,0,0,1,0,0,-27.362241299979,12.2402665277818,20688.9994258423
"UKENTH_TWU_TP000113",2021-10-11,NA,515409,174721,16.809809358939,54.4885747806954,0.528084324929074,0.883315055740944,0,0,1,0,0,-27.5858975099305,16.698089374807,16321.0043669677
"UKENTH_TWU_TP000116",2021-10-11,NA,449859,166721,22.1903778952857,74.1434355428668,0.0907670327543385,0.813267165594306,0,0,1,0,0,-21.8373136461513,10.0889210697539,22185.9600479664
"UKENTH_TWU_TP000122",2021-10-11,NA,471099,170701,17.5154387973727,66.931017323843,0.310344485739319,0.799659727982015,0,0,1,0,0,-28.5562668099083,17.4511244772524,17080.8131219076
"UKENTH_TWU_TP000125",2021-10-11,NA,551499,181901,15.6318065374737,56.7732748538864,0.339466232989061,0.807401904336671,0,0,1,0,0,-26.2697326387907,22.1910942135055,13930.3314178379
"UKENTH_TWU_TP000126",2021-10-11,NA,539251,209766,17.2342621480945,84.1138701338248,0.148800414176727,0.649178883547153,0,0,1,0,0,-21.8019620552926,15.9362470717476,16682.182742127
"UKENTH_TWU_TP000133",2021-10-11,NA,494299,179201,11.5669284245791,73.1781972093059,0.599255094933511,0.799166776482975,0,0,1,0,0,-28.1636395135907,19.8636234436687,13421.8410220011
"UKENTH_TWU_TP000139",2021-10-11,NA,412709,185801,19.8851203643228,84.1455643660927,0.203856895294806,0.721517435518098,0,0,1,0,0,-24.3214107130911,19.1491723825163,16529.9712837016
"UKENTH_TWU_TP000155",2021-10-11,NA,503199,157401,19.9037771068957,91.0820539790101,0.238345570935767,0.846195369445342,0,0,1,0,0,-28.1004425722429,10.0506659721869,21528.1040524946
"UKENTH_TWU_TP000159",2021-10-11,NA,454389,202231,13.9469608992464,87.1369113759361,0.289125761194289,0.783006083398648,0,0,1,0,0,-30.0837061446207,16.353190252259,17548.6463622143
"UKENAN_AW_TP000016",2021-10-18,3.953577011,508487,249332,45.6378704729982,76.5611432807784,0.285790427438178,0.451289326046554,0,0,1,0,0,-18.9543890489409,18.3243945515468,12372.691125402
"UKENAN_AW_TP000023",2021-10-18,6.441904097,535699,340996,22.6120576473583,83.961991804697,0.0633826874716469,0.44278028316764,0,0,1,0,0,-9.06887617198187,18.4197431588764,9646.52003489243
"UKENAN_AW_TP000037",2021-10-18,5.063259459,493847,268578,46.1211342748525,102.14678124357,0.130760913096018,0.469652264104324,0,0,1,0,0,-22.381053857563,19.1462177179421,15113.8098253374
"UKENAN_AW_TP000050",2021-10-18,5.108007771,547187,261751,14.6744171279478,65.0998724029525,0.239571149428471,0.535729004445361,0,0,1,0,0,-28.0625440586469,11.2434136431397,14865.280803064
"UKENAN_AW_TP000051",2021-10-18,5.41641016,502806,226864,18.1453508335881,67.2920499179938,0.542072957339959,0.608235937315321,0,0,1,0,0,-17.5368449793846,23.9750189294252,11857.4831929867
"UKENAN_AW_TP000055",2021-10-18,4.840594142,573806,206725,12.7405888171877,77.7176883225606,0.139765582229655,0.435855357573084,0,0,1,0,0,-26.2680869372478,11.3906665010068,20610.1562466853
"UKENAN_AW_TP000063",2021-10-18,5.71706844,602226,223615,34.0513086506166,65.9544160607944,0.158600042328549,0.612357017693693,0,0,1,0,0,-28.4106535607196,14.9651284265701,13983.2310650717
"UKENAN_AW_TP000069",2021-10-18,2.897817283,488411,240500,15.4534364892267,76.1304035391301,0.305273650759882,0.525628928221041,0,0,1,0,0,-23.9529152307277,17.3408471931989,15206.2320421781
"UKENAN_AW_TP000082",2021-10-18,4.958892049,560459,304206,36.2129416061081,57.6431751697766,0.0412530235959829,0.272486923741571,0,0,1,0,0,-9.33072500874471,12.6477286977577,8184.59165620097
"UKENAN_AW_TP000107",2021-10-18,4.999254955,481616,261993,31.4981550270299,76.5205692286566,0.202039383496,0.417050818148881,0,0,1,0,0,-26.4936155465485,21.6183434259525,14178.8699773285
"UKENAN_AW_TP000115",2021-10-18,5.118840612,651859,311135,32.3383600397079,88.7656774565589,0.0617504191093075,0.421688203279163,0,0,1,0,0,-19.6235325415381,36.3842642923901,7940.24833795209
"UKENAN_AW_TP000116",2021-10-18,5.639845061,526212,410959,31.9885858034039,112.665325232369,0.0427785631923781,0.358140252500216,0,0,1,0,0,-15.1307155423554,34.0204048808742,8735.59626030507
"UKENAN_AW_TP000144",2021-10-18,5.079906383,617466,241968,17.9732343926963,72.8236832174763,0.150367322051743,0.577459917690183,0,0,1,0,0,-24.2339376060311,22.3881390857311,15619.3333410297
"UKENAN_AW_TP000148",2021-10-18,5.462188182,614064,214273,58.9340434392918,70.7529936265991,0.0447581412274976,0.615104283803887,0,0,1,0,0,-18.1428571428571,48.0612305398683,4118.13743605076
"UKENAN_AW_TP000154",2021-10-18,5.263507926,560275,322372,27.6449759487538,104.387573388138,0.0788962911035712,0.309586586530037,0,0,1,0,0,-9.2889105013049,26.2940735716858,11854.659600263
"UKENAN_AW_TP000161",2021-10-18,5.139634927,499884,370410,28.6281022281474,84.0057517130447,0.075070962207328,0.457699687222805,0,0,1,0,0,-19.9997427191721,23.8758297151287,12339.8233270455
"UKENAN_AW_TP000170",2021-10-18,5.397911628,653429,297861,33.345571693462,84.1781904303215,0.0326042276345956,0.598076701251869,0,0,1,0,0,-16.4732555708517,31.3379519713023,11387.1915111998
"UKENAN_AW_TP000200",2021-10-18,4.566344272,627841,307418,26.9208420014824,82.0528352582298,0.10018276894455,0.501019449896195,0,0,1,0,0,-18.8555577064564,20.4419205558905,15473.783232658
"UKENAN_AW_TP000210",2021-10-18,3.72487719,521980,298342,18.3825627358768,78.8439611739821,0.25279559540548,0.412568134046874,0,0,1,0,0,-21.5507830443216,25.0083969651375,10563.5303232208
"UKENAN_AW_TP000293",2021-10-18,5.143044436,545869,314163,21.9779727741058,114.616459426476,0.0394955404117173,0.158708473889867,0,0,1,0,0,-19.0557042760539,31.6784874719994,8117.48859743257
"UKENAN_AW_TP000303",2021-10-18,5.125400728,573699,190651,15.7320664099379,82.0684527014993,0.156879909948503,0.511264420070582,0,0,1,0,0,-22.863006517681,26.9959390386459,9852.65760674303
"UKENAN_AW_TP000307",2021-10-18,4.429330599,587999,187601,41.5645295854291,74.8261719889946,0.120586396325046,0.671563310297342,0,0,1,0,0,-26.7765939199798,20.8007185108674,16456.7365979888
"UKENAN_AW_TP000308",2021-10-18,3.661698183,565353,175767,18.319695552656,73.9434184533847,0.248688563437652,0.356055848896482,0,0,1,0,0,-29.9603095508516,20.2075993558755,14686.4541212248
"UKENMI_ST_TP000018",2021-10-18,5.432700132,389999,301651,27.6926599832963,93.3134241537044,0.453468538973117,0.809827641679781,0,0,1,0,0,-20.7370555955264,32.7750691379434,8171.29654283264
"UKENMI_ST_TP000036",2021-10-18,5.005522804,395499,322271,20.2859663240383,90.3322148415984,0.0944893341995487,0.756142584235456,0,0,1,0,0,-15.5732296566532,15.4817512656672,18543.5932359443
"UKENMI_ST_TP000056",2021-10-18,3.497767605,426849,325511,37.8795179490067,69.6147878026589,0.189702336216906,0.609457962618115,0,0,1,0,0,-21.486640086444,22.3693692375112,15336.9310486289
"UKENMI_ST_TP000060",2021-10-18,NA,370979,301401,16.1713651521949,92.9688492661336,0.109037123835724,0.593580793551615,0,0,1,0,0,-6.83839905474616,33.6340292077853,9357.67794182544
"UKENMI_ST_TP000062",2021-10-18,5.076174381,419379,291391,25.4419401219462,80.8625310365722,0.279113688632157,0.764340381386189,0,0,1,0,0,-21.385141137535,33.4891590714083,9938.51366247695
"UKENMI_ST_TP000068",2021-10-18,4.725492137,433599,273701,20.0864488100887,81.2767891596299,0.328357390409686,0.686185216352544,0,0,1,0,0,-32.1963199500731,22.8814286389062,13014.9428407549
"UKENMI_ST_TP000074",2021-10-18,4.725797491,439359,334491,26.5439935952424,84.4436089252271,0.265382349185125,0.697851395751535,0,0,1,0,0,-25.3035810472969,26.0033141365003,13484.7521843685
"UKENMI_ST_TP000099",2021-10-18,4.698001251,380829,216121,37.7537836405574,76.7609295733595,0.146457352965828,0.777991377846483,0,0,1,0,0,-30.493440424793,19.2770059026963,15037.5278251287
"UKENMI_ST_TP000100",2021-10-18,4.878366266,402189,301921,24.5818922116301,74.5453357723651,0.101197531839208,0.736690835016096,0,0,1,0,0,-18.1274346533211,27.7914312946198,11913.7973662639
"UKENMI_ST_TP000120",2021-10-18,5.855404605,382559,273751,42.806426017736,113.382607847637,0.0455318475860565,0.784991152925661,0,0,1,0,0,-22.2667744304979,21.2150275093084,13915.2041346874
"UKENMI_ST_TP000137",2021-10-18,5.541081523,453099,321301,23.0290252367472,89.1323871019496,0.232123888821632,0.780747525295158,0,0,1,0,0,-37.1540215223122,16.3166763510348,17055.3957227534
